1956967341,1,0,0,0,0,0,0,0,0,0,0,0,0
1956967666,0,1,0,0,0,0,0,0,0,0,0,0,0
1956967696,0,1,0,0,0,0,0,0,0,0,0,0,0
1956967789,0,0,1,0,0,0,0,0,0,0,0,0,0
1956968416,0,0,0,1,0,0,0,0,0,0,0,0,0
1956968477,0,0,0,0,1,0,0,0,0,0,0,0,0
1956968487,0,1,0,0,0,0,0,0,0,0,0,0,0
1956968636,0,0,0,0,1,0,0,0,0,0,0,0,0
1956969035,0,1,0,0,0,0,0,0,0,0,0,0,0
1956969172,0,1,0,0,0,0,0,0,0,0,0,0,0
1956969456,0,0,0,1,0,0,0,0,0,0,0,0,0
1956969531,0,0,0,0,1,0,0,0,0,0,0,0,0
1956970047,0,1,0,0,0,0,0,0,0,0,0,0,0
1956970424,0,1,0,0,0,0,0,0,0,0,0,0,0
1956970860,0,0,0,0,0,1,0,0,0,0,0,0,0
1956971077,0,1,0,0,0,0,0,0,0,0,0,0,0
1956971170,0,0,0,0,0,0,1,0,0,0,0,0,0
1956971206,0,1,0,0,0,0,0,0,0,0,0,0,0
1956971473,0,0,0,0,1,0,0,0,0,0,0,0,0
1956971586,0,1,0,0,0,0,0,0,0,0,0,0,0
1956971981,0,0,0,0,1,0,0,0,0,0,0,0,0
1956972097,0,0,0,0,0,0,0,1,0,0,0,0,0
1956972116,0,0,0,1,0,0,0,0,0,0,0,0,0
1956972270,0,0,0,0,1,0,0,0,0,0,0,0,0
1956972359,0,1,0,0,0,0,0,0,0,0,0,0,0
1956972444,0,0,0,0,1,0,0,0,0,0,0,0,0
1956972557,0,1,0,0,0,0,0,0,0,0,0,0,0
1956972884,0,0,0,0,1,0,0,0,0,0,0,0,0
1956973598,0,1,0,0,0,0,0,0,0,0,0,0,0
1956973690,0,0,0,0,1,0,0,0,0,0,0,0,0
1956974706,0,0,0,0,0,0,0,0,1,0,0,0,0
1956975441,0,0,0,1,0,0,0,0,0,0,0,0,0
1956975860,0,0,0,1,0,0,0,0,0,0,0,0,0
1956975876,0,0,0,1,0,0,0,0,0,0,0,0,0
1956975927,0,0,0,1,0,0,0,0,0,0,0,0,0
1956976187,0,0,0,1,0,0,0,0,0,0,0,0,0
1956976312,0,1,0,0,0,0,0,0,0,0,0,0,0
1956976371,0,0,0,0,1,0,0,0,0,0,0,0,0
1956976557,0,0,0,1,0,0,0,0,0,0,0,0,0
